"Topic#","Topic","Class","Concept ID","Type","Simulatable","Diamond (high-impact aha)","Targets misconception","Description (what the sim teaches)","Requires (prerequisites)","Required-by (unlocks)","Notes","Built in repo?"
"39","AC Circuits","Class 12","choke_coil_atomic","atomic","Yes","","","Inductor used to limit AC current without dissipating power; replaces resistor in fluorescent tube ballast","[ac_inductor_circuit, wattless_current_atomic, ferromagnetism_atomic(T37)]","—","AC-G8; engineering atomic — practical wattless device. **Bridge edge to T37 ferromagnetic core selection**",""
"39","AC Circuits","Class 12","choke_in_fluorescent_lamp_nano","nano","—","","","Fluorescent tube ballast = choke coil in series with tube; limits current after ionisation","[choke_coil_atomic]","—","parent: choke_coil_atomic; everyday-Indian anchor",""
"41","Ray Optics Mirrors","Class 12","laws_of_reflection","atomic","Yes","","","i=r + normal-incidence + coplanarity. Atomic per RO-G1. EPIC-C STATE_1 wrong belief: ""angle of incidence is measured from the mirror surface, not the normal"" — universal Class 12 error","—","plane_mirror_image_formation, spherical_mirror_geometry, focal_length_f_equals_R_over_2, [T42:snells_law (analogy)], [T44:huygens_reflection]","i=r + normal-incidence + coplanarity. Atomic per RO-G1. EPIC-C STATE_1 wrong belief: ""angle of incidence is measured from the mirror surface, not the normal"" — universal Class 12 error",""
"41","Ray Optics Mirrors","Class 12","normal_to_curved_surface","nano","Yes","","","Normal at any point on a sphere = the radius (line from C through point). Bridge to A4 spherical-mirror geometry","—","laws_of_reflection, focal_length_f_equals_R_over_2","Normal at any point on a sphere = the radius (line from C through point). Bridge to A4 spherical-mirror geometry",""
"41","Ray Optics Mirrors","Class 12","coplanarity_of_incident_normal_reflected","nano","Yes","","","All three lie in the plane of incidence. Pedagogically subtle — students draw 3D crossings","—","laws_of_reflection","All three lie in the plane of incidence. Pedagogically subtle — students draw 3D crossings",""
"41","Ray Optics Mirrors","Class 12","plane_mirror_image_formation","atomic","Yes","","","v = -u (image distance = object distance on opposite side); lateral inversion; image is virtual, erect, same size. EPIC-C STATE_1 wrong belief: ""image is on the mirror surface"" — students locate image AT the glass","laws_of_reflection","spherical_mirror_geometry, plane_mirror_velocity_image","v = -u (image distance = object distance on opposite side); lateral inversion; image is virtual, erect, same size. EPIC-C STATE_1 wrong belief: ""image is on the mirror surface"" — students locate image AT the glass",""
"41","Ray Optics Mirrors","Class 12","lateral_inversion_left_right","nano","Yes","","","Right-hand becomes left-hand. Ambulance ""AMBULANCE"" mirror-inversion painted text is the Indian-context anchor","—","plane_mirror_image_formation","Right-hand becomes left-hand. Ambulance ""AMBULANCE"" mirror-inversion painted text is the Indian-context anchor",""
"41","Ray Optics Mirrors","Class 12","minimum_mirror_height_for_full_image","nano","Yes","","","h_min = H/2 for full-body view. NCERT Exercise + DCP Q.8 canonical. Indian-context: bathroom mirror sizing","—","plane_mirror_image_formation","h_min = H/2 for full-body view. NCERT Exercise + DCP Q.8 canonical. Indian-context: bathroom mirror sizing",""
"41","Ray Optics Mirrors","Class 12","multiple_images_two_mirrors_at_angle","nano","Yes","","","N = 360°/θ - 1 (or 360°/θ if asymmetric). Indian-context: kaleidoscope toy + 2-mirror parallel barber-shop infinite reflection","—","plane_mirror_image_formation, laws_of_reflection","N = 360°/θ - 1 (or 360°/θ if asymmetric). Indian-context: kaleidoscope toy + 2-mirror parallel barber-shop infinite reflection",""
"41","Ray Optics Mirrors","Class 12","mirror_rotation_ray_rotates_2theta","nano","Yes","","","When mirror rotates by θ, reflected ray rotates by 2θ. Classroom galvanometer-scale demonstration; JEE-tested annually","—","plane_mirror_image_formation, laws_of_reflection","When mirror rotates by θ, reflected ray rotates by 2θ. Classroom galvanometer-scale demonstration; JEE-tested annually",""
"41","Ray Optics Mirrors","Class 12","spherical_mirror_geometry","atomic","Yes","","","Pole P, centre of curvature C, radius of curvature R, principal axis, aperture, focal plane. Foundation atomic for all mirror-related math. EPIC-C STATE_1 wrong belief: ""the pole is the centre of curvature"" — common confusion","laws_of_reflection, normal_to_curved_surface","focal_length_f_equals_R_over_2, cartesian_sign_convention_mirrors, mirror_equation, lateral_magnification_mirror, [T42:refraction_at_spherical_surface]","Pole P, centre of curvature C, radius of curvature R, principal axis, aperture, focal plane. Foundation atomic for all mirror-related math. EPIC-C STATE_1 wrong belief: ""the pole is the centre of curvature"" — common confusion",""
"41","Ray Optics Mirrors","Class 12","concave_vs_convex_distinction","nano","Yes","","","Concave: silvered on outside, reflects on inside (caves inward toward C). Convex: silvered on inside, reflects on outside (bulges toward observer). Indian-context: shaving (concave) vs scooter rear-view (convex)","—","spherical_mirror_geometry","Concave: silvered on outside, reflects on inside (caves inward toward C). Convex: silvered on inside, reflects on outside (bulges toward observer). Indian-context: shaving (concave) vs scooter rear-view (convex)",""
"41","Ray Optics Mirrors","Class 12","aperture_must_be_small_for_clean_focus","nano","Yes","","","Bridge to A11 spherical aberration: if aperture is large, paraxial approximation fails","—","spherical_mirror_geometry, spherical_aberration_mirror","Bridge to A11 spherical aberration: if aperture is large, paraxial approximation fails",""
"41","Ray Optics Mirrors","Class 12","focal_length_f_equals_R_over_2","atomic","Yes","","","NCERT §9.2.2 derivation via Fig.9.4 geometry. For paraxial rays, f = R/2. The ""1/2"" surprise — students expect f = R or f = 2R","spherical_mirror_geometry, [math:tan_theta_approx_theta]","cartesian_sign_convention_mirrors, mirror_equation, lateral_magnification_mirror, image_formation_cases_concave_mirror","NCERT §9.2.2 derivation via Fig.9.4 geometry. For paraxial rays, f = R/2. The ""1/2"" surprise — students expect f = R or f = 2R",""
"41","Ray Optics Mirrors","Class 12","concave_mirror_real_focus","nano","Yes","","","Parallel rays converge to a real F in front of the mirror. Sign: f negative per Cartesian convention","—","focal_length_f_equals_R_over_2","Parallel rays converge to a real F in front of the mirror. Sign: f negative per Cartesian convention",""
"41","Ray Optics Mirrors","Class 12","convex_mirror_virtual_focus","nano","Yes","","","Parallel rays appear to diverge from a virtual F behind the mirror. Sign: f positive","—","focal_length_f_equals_R_over_2","Parallel rays appear to diverge from a virtual F behind the mirror. Sign: f positive",""
"41","Ray Optics Mirrors","Class 12","cartesian_sign_convention_mirrors","atomic","Yes","","","Per RO-G2: own atomic. Pole as origin; incident-light direction positive; heights upward positive. The sign table for the 6 image-formation cases. Most common failure point in mirror-formula problems","spherical_mirror_geometry, focal_length_f_equals_R_over_2","mirror_equation, lateral_magnification_mirror, image_formation_cases_concave_mirror, convex_mirror_image_always_virtual, [T42:sign_convention_lenses (analogous)], [T42:sign_convention_refraction_spherical]","Per RO-G2: own atomic. Pole as origin; incident-light direction positive; heights upward positive. The sign table for the 6 image-formation cases. Most common failure point in mirror-formula problems",""
"41","Ray Optics Mirrors","Class 12","direction_of_incident_light_sets_positive_x","nano","Yes","","","If light travels left-to-right, +x is rightward (and distances toward mirror are positive). If light is reversed (multi-element systems), sign convention can flip mid-problem","—","cartesian_sign_convention_mirrors","If light travels left-to-right, +x is rightward (and distances toward mirror are positive). If light is reversed (multi-element systems), sign convention can flip mid-problem",""
"41","Ray Optics Mirrors","Class 12","real_image_in_front_of_mirror_negative_v","nano","Yes","","","For concave mirror with real object: v negative (image on the same side as object, opposite to incident-light direction beyond pole)","—","cartesian_sign_convention_mirrors, mirror_equation","For concave mirror with real object: v negative (image on the same side as object, opposite to incident-light direction beyond pole)",""
"41","Ray Optics Mirrors","Class 12","mirror_equation","atomic","Yes","","","1/v + 1/u = 1/f. NCERT derivation via similar triangles A'B'F and ABP. HCV derivation via exterior angle. Per RO-G3: distinct atomic from lens equation despite similar form","spherical_mirror_geometry, focal_length_f_equals_R_over_2, cartesian_sign_convention_mirrors, [math:similar_triangles]","lateral_magnification_mirror, image_formation_cases_concave_mirror, velocity_of_image_in_curved_mirror, [T42:lens_equation (analogous)]","1/v + 1/u = 1/f. NCERT derivation via similar triangles A'B'F and ABP. HCV derivation via exterior angle. Per RO-G3: distinct atomic from lens equation despite similar form",""
"41","Ray Optics Mirrors","Class 12","derivation_via_similar_triangles","nano","Yes","","","The MPF ~ A'B'F similarity is the key insight. Pedagogically rigorous","—","mirror_equation","The MPF ~ A'B'F similarity is the key insight. Pedagogically rigorous",""
"41","Ray Optics Mirrors","Class 12","lateral_magnification_mirror","atomic","Yes","","","m = h'/h = -v/u. Negative m ⇒ inverted (real image); positive m ⇒ erect (virtual image). Per RO-G3 split: lens magnification is m = +v/u (sign convention difference) — common confusion","cartesian_sign_convention_mirrors, mirror_equation","image_formation_cases_concave_mirror, velocity_of_image_in_curved_mirror, [T42:magnification_lens]","m = h'/h = -v/u. Negative m ⇒ inverted (real image); positive m ⇒ erect (virtual image). Per RO-G3 split: lens magnification is m = +v/u (sign convention difference) — common confusion",""
"41","Ray Optics Mirrors","Class 12","sign_of_m_tells_image_orientation","nano","Yes","","","Negative m means inverted; positive m means erect. Magnitude tells size","—","lateral_magnification_mirror","Negative m means inverted; positive m means erect. Magnitude tells size",""
"41","Ray Optics Mirrors","Class 12","image_formation_cases_concave_mirror","atomic","Yes","","","Per RO-G4: 6-state atomic. Cases: (i) ∞ → F (real, dim, inv); (ii) beyond C → between F-C (real, dim, inv); (iii) at C → at C (real, same-size, inv); (iv) between C-F → beyond C (real, mag, inv); (v) at F → ∞; (vi) between P-F → virtual, behind mirror, erect, mag. Plus +1 convex case (A9). The CBSE-board canonical case-table","mirror_equation, lateral_magnification_mirror","convex_mirror_image_always_virtual, [T42:lens_image_cases]","Per RO-G4: 6-state atomic. Cases: (i) ∞ → F (real, dim, inv); (ii) beyond C → between F-C (real, dim, inv); (iii) at C → at C (real, same-size, inv); (iv) between C-F → beyond C (real, mag, inv); (v) at F → ∞; (vi) between P-F → virtual, behind mirror, erect, mag. Plus +1 convex case (A9). The CBSE-board canonical case-table",""
"41","Ray Optics Mirrors","Class 12","convex_mirror_image_always_virtual","atomic","Yes","","","For any real object: image is virtual, erect, diminished, behind the mirror. Single visual scene. EPIC-C STATE_1 wrong belief: ""convex mirror can form a real image with a real object"" — fails dimensional check","mirror_equation, lateral_magnification_mirror, image_formation_cases_concave_mirror","plane_mirror_velocity_image, [T43:traffic_safety_optics]","For any real object: image is virtual, erect, diminished, behind the mirror. Single visual scene. EPIC-C STATE_1 wrong belief: ""convex mirror can form a real image with a real object"" — fails dimensional check",""
"41","Ray Optics Mirrors","Class 12","scooter_side_mirror_anchor","nano","Yes","","","Indian-context anchor: every Bajaj/TVS scooter, every auto-rickshaw rear-view. ""Objects in mirror are closer than they appear"" (the diminished image makes them seem far)","—","convex_mirror_image_always_virtual","Indian-context anchor: every Bajaj/TVS scooter, every auto-rickshaw rear-view. ""Objects in mirror are closer than they appear"" (the diminished image makes them seem far)",""
"41","Ray Optics Mirrors","Class 12","security_dome_mirror_anchor","nano","Yes","","","Convex dome mirrors at supermarket corners + Metro station ceilings + bank ATM vestibules. Wide field of view at cost of magnification","—","convex_mirror_image_always_virtual","Convex dome mirrors at supermarket corners + Metro station ceilings + bank ATM vestibules. Wide field of view at cost of magnification",""
"41","Ray Optics Mirrors","Class 12","plane_mirror_velocity_image","atomic","Yes","","","If object moves with velocity v⃗ relative to mirror, image moves with v⃗ reflected across the mirror plane (parallel component preserved, perpendicular component reversed). Bridge to T6 kinematics. JEE-tested. EPIC-C STATE_1 wrong belief: ""image moves at same speed as object"" — only true for perpendicular motion","plane_mirror_image_formation, [T6:relative_velocity]","velocity_of_image_in_curved_mirror","If object moves with velocity v⃗ relative to mirror, image moves with v⃗ reflected across the mirror plane (parallel component preserved, perpendicular component reversed). Bridge to T6 kinematics. JEE-tested. EPIC-C STATE_1 wrong belief: ""image moves at same speed as object"" — only true for perpendicular motion",""
"41","Ray Optics Mirrors","Class 12","spherical_aberration_mirror","atomic","Yes","","","Per RO-G5: own atomic. Marginal rays focus closer to mirror than paraxial rays; produces caustic curve + circle of least confusion. Fix: parabolic mirror (all parallel rays focus at one point). Indian anchors: automobile headlight reflector (Bajaj/TVS), solar cooker (MNRE SOLBOX program), satellite dish parabola","spherical_mirror_geometry, focal_length_f_equals_R_over_2","[T42:lens_aberrations], [T43:reflecting_telescope]","Per RO-G5: own atomic. Marginal rays focus closer to mirror than paraxial rays; produces caustic curve + circle of least confusion. Fix: parabolic mirror (all parallel rays focus at one point). Indian anchors: automobile headlight reflector (Bajaj/TVS), solar cooker (MNRE SOLBOX program), satellite dish parabola",""
"41","Ray Optics Mirrors","Class 12","parabolic_mirror_perfect_for_parallel_rays","nano","Yes","","","Geometric proof: parabola defined as locus equidistant from focus + directrix ⇒ all parallel rays parallel to axis converge at focus exactly","—","spherical_aberration_mirror","Geometric proof: parabola defined as locus equidistant from focus + directrix ⇒ all parallel rays parallel to axis converge at focus exactly",""
"41","Ray Optics Mirrors","Class 12","reflecting_telescope_uses_parabolic_primary","nano","Yes","","","Cassegrain telescope: parabolic primary + hyperbolic secondary. Indian anchor: 2.34m reflecting telescope at Kavalur, IIA Bangalore (NCERT §9.9.3 §""Cassegrain"")","—","spherical_aberration_mirror, [T43:cassegrain]","Cassegrain telescope: parabolic primary + hyperbolic secondary. Indian anchor: 2.34m reflecting telescope at Kavalur, IIA Bangalore (NCERT §9.9.3 §""Cassegrain"")",""
"41","Ray Optics Mirrors","Class 12","velocity_of_image_in_curved_mirror","atomic","Yes","","","Per RO-G6: own atomic. v_I_longitudinal = m² v_O; v_I_perpendicular = m v_O. JEE-Adv staple. Derived by differentiating mirror equation. NCERT Example 9.4 (jogger in side mirror) is the entry-level case","mirror_equation, lateral_magnification_mirror, plane_mirror_velocity_image","[T6:relative_velocity_in_optical_systems], [T36:moving_charge_radiation_analogy]","Per RO-G6: own atomic. v_I_longitudinal = m² v_O; v_I_perpendicular = m v_O. JEE-Adv staple. Derived by differentiating mirror equation. NCERT Example 9.4 (jogger in side mirror) is the entry-level case",""
